"mass","porb","label","numSimulation","Teff","logCN","star_mass","lg_mstar_dot_1","period_hours","period_days","teffError2","cnError2","massError2","mdotError2","totalError2"
1,2.4,"mass=1.000,Porb=2.400",1,5568.35674245028,0.59715099180497,0.942868953659249,-7.61406689893744,7.13351186,0.297229660833333,1.95885987961086,1.0100744711124,2.20988436869396,2.01702528888865,1.79896100207647
1,2.5,"mass=1.000,Porb=2.500",1,5522.06919860644,0.597150991804108,0.923071520829705,-7.57084187012237,7.13351186,0.297229660833333,1.86995011228297,1.01007447111166,2.1365534455652,2.06590629954533,1.77062108212629
1,2.6,"mass=1.000,Porb=2.600",1,5457.41185342596,0.597150991784314,0.896424681137395,-7.52870248353671,7.13351186,0.297229660833333,1.75645186765004,1.01007447109458,2.04576822230876,2.11355961201787,1.73146354326781
1,2.7,"mass=1.000,Porb=2.700",1,5363.56338559438,0.597150991230236,0.858426116447513,-7.51269634909539,7.13351186,0.297229660833333,1.62230076610016,1.01007447061651,1.90559572421107,2.13166014427074,1.66740777629962
1,2.8,"mass=1.000,Porb=2.800",1,5220.76775555157,0.597150962570292,0.798955666465787,-7.54340142833285,7.13351186,0.297229660833333,1.38328065135813,1.01007444588815,1.68616547194577,2.0969373147767,1.54411447099219
1,2.9,"mass=1.000,Porb=2.900",1,4920.84391229199,0.597141901028585,0.679161437186383,-7.73193836332189,7.13351186,0.297229660833333,0.895457384191865,1.01006662741345,1.2502339040944,1.88373037932725,1.25987207375674
1,3,"mass=1.000,Porb=3.000",1,4231.14782721291,0.348128232514275,0.39132711923838,-8.64410512539717,7.13351186,0.297229660833333,0.470242693679576,0.795212783438389,0.242354070779146,0.852206874544311,0.590004105610355
1,3.1,"mass=1.000,Porb=3.100",1,4257.66866831363,-0.831913224250671,0.260162181938867,-9.17707192251731,7.13351186,0.297229660833333,0.460780486136924,0.22845921838202,0.283470955947732,0.249501534516873,0.305553048745887
1,3.2,"mass=1.000,Porb=3.200",1,4821.20879605782,-1.25121612672397,0.197698319850783,-9.5551776473109,7.13351186,0.297229660833333,0.762137656294923,0.584732684906147,0.500415503036655,0.178079209085566,0.506341263330823
1,3.3,"mass=1.000,Porb=3.300",1,6457.68129738095,-2.43057349106692,0.157633679229479,-10.2105385058828,7.13351186,0.297229660833333,3.40457055406098,1.60230519271738,0.641827834467002,0.919193836189085,1.64197435435861
1,3.4,"mass=1.000,Porb=3.400",1,NA,NA,NA,NA,7.13351186,0.297229660833333,NA,NA,NA,NA,NA
1.1,2.4,"mass=1.100,Porb=2.400",1,NA,NA,NA,NA,7.13351186,0.297229660833333,NA,NA,NA,NA,NA
1.1,2.5,"mass=1.100,Porb=2.500",1,NA,NA,NA,NA,7.13351186,0.297229660833333,NA,NA,NA,NA,NA
1.1,2.6,"mass=1.100,Porb=2.600",1,5526.25127136559,0.597150989503739,0.936848760139341,-7.3819706984257,7.13351186,0.297229660833333,1.8789820537892,1.01007446912686,2.18419019808538,2.2794912064737,1.83818448186879
1.1,2.7,"mass=1.100,Porb=2.700",1,5431.71344532631,0.597150958890546,0.893242692182961,-7.38427453849542,7.13351186,0.297229660833333,1.72645445776168,1.0100744427132,2.03092462475967,2.27688590963328,1.76108485871696
1.1,2.8,"mass=1.100,Porb=2.800",1,5288.45158935834,0.597150185480457,0.828786152365421,-7.43352145780825,7.13351186,0.297229660833333,1.48334924335265,1.01007377539991,1.7929354256626,2.22119504594323,1.62688837258959
1.1,2.9,"mass=1.100,Porb=2.900",1,4988.47993981379,0.597050472426084,0.70147841318486,-7.63674749677707,7.13351186,0.297229660833333,0.99921811332851,1.00998774103419,1.33045671808226,1.99137694173678,1.33275987854543
1.1,3,"mass=1.100,Porb=3.000",1,4236.10302300479,-0.250946426823517,0.384490435970222,-8.6392048495823,7.13351186,0.297229660833333,0.469215322177216,0.28192499020068,0.233291174850912,0.857748349955506,0.460544959296078
1.1,3.1,"mass=1.100,Porb=3.100",1,4255.95995427784,-1.17275414543987,0.256734020654493,-9.1714693365061,7.13351186,0.297229660833333,0.46035999803568,0.517045233200624,0.295704975100749,0.255837217199476,0.382236855884133
1.1,3.2,"mass=1.100,Porb=3.200",1,4760.20148373164,-1.47928092160641,0.19913389871775,-9.47551288481272,7.13351186,0.297229660833333,0.67604359086552,0.781511432628026,0.49160784817372,0.0879903367034379,0.509288302092676
1.1,3.3,"mass=1.100,Porb=3.300",1,6111.94560448182,-2.07133339852237,0.158338580890586,-10.0637110050492,7.13351186,0.297229660833333,2.84069413580564,1.29234584288065,0.637224628949278,0.753154001637549,1.38085465231828
1.2,2.4,"mass=1.200,Porb=2.400",1,NA,NA,NA,NA,7.13351186,0.297229660833333,NA,NA,NA,NA,NA
1.2,2.5,"mass=1.200,Porb=2.500",1,NA,NA,NA,NA,7.13351186,0.297229660833333,NA,NA,NA,NA,NA
1.2,2.6,"mass=1.200,Porb=2.600",1,NA,NA,NA,NA,7.13351186,0.297229660833333,NA,NA,NA,NA,NA
1.2,2.7,"mass=1.200,Porb=2.700",1,5408.86657670577,0.59715045733669,0.929915337035966,-7.28258973027666,7.13351186,0.297229660833333,1.69554306591678,1.01007400996276,2.15594492177565,2.39187614400485,1.81335953541501
1.2,2.8,"mass=1.200,Porb=2.800",1,5086.2799455829,0.597028866877365,0.778096297935197,-7.56296142199219,7.13351186,0.297229660833333,1.16099062898943,1.00996909934588,1.60924040606101,2.07481790191067,1.46375450907675
1.2,2.9,"mass=1.200,Porb=2.900",1,4973.14620194245,0.59597773879751,0.695717817516281,-7.60850850799122,7.13351186,0.297229660833333,0.983408641771618,1.00906216556262,1.3095405985286,2.0233109935955,1.33133059986458
1.2,3,"mass=1.200,Porb=3.000",1,4119.21317401009,-1.05540420390698,0.323752985933707,-8.8679462345955,7.13351186,0.297229660833333,0.557214749972696,0.415877693024677,0.194015534177315,0.599076224454132,0.441546050407205
1.2,3.1,"mass=1.200,Porb=3.100",1,4260.73940906691,-1.55606713105753,0.226449147617615,-9.32668197127313,7.13351186,0.297229660833333,0.460707858958368,0.847764069936163,0.39676733617592,0.0803439630685776,0.446395807034757
1.2,3.2,"mass=1.200,Porb=3.200",1,4785.96581641325,-1.704441943295,0.18920791789709,-9.58583149716619,7.13351186,0.297229660833333,0.715683609629875,0.975784748272811,0.527875082638548,0.212744105848385,0.608021886597405
1.2,3.3,"mass=1.200,Porb=3.300",1,6224.85419767302,-2.27256759907493,0.156884119961243,-10.1956570140023,7.13351186,0.297229660833333,3.01888550798942,1.46597463115531,0.642193400176671,0.90236510563326,1.50735466123867
1.3,2.4,"mass=1.300,Porb=2.400",1,NA,NA,NA,NA,7.13351186,0.297229660833333,NA,NA,NA,NA,NA
1.3,2.5,"mass=1.300,Porb=2.500",1,NA,NA,NA,NA,7.13351186,0.297229660833333,NA,NA,NA,NA,NA
1.3,2.6,"mass=1.300,Porb=2.600",1,5521.84697978578,0.597149055166925,0.987716838240305,-7.22616113525569,7.13351186,0.297229660833333,1.87942532549802,1.01007280014337,2.36745259738055,2.45568840347984,1.92815978162545
1.3,2.7,"mass=1.300,Porb=2.700",1,5277.17648213359,0.597034677651945,0.861703520479068,-7.45648145626312,7.13351186,0.297229660833333,1.47264957463738,1.00997411299538,1.91747463707238,2.19523073869079,1.64883226584898
1.3,2.8,"mass=1.300,Porb=2.800",1,4907.39666047627,0.587793915434967,0.690651669563216,-7.97077638057409,7.13351186,0.297229660833333,0.88961881980486,1.00200100334472,1.29198056832922,1.61364048033676,1.19931021795389
1.3,2.9,"mass=1.300,Porb=2.900",1,4560.29403020148,0.383775815953162,0.569942102716949,-8.27624741513565,7.13351186,0.297229660833333,0.491186385848536,0.82597021284362,0.848412235381483,1.26819865403767,0.858441872027827
1.3,3,"mass=1.300,Porb=3.000",1,4084.62681816239,-1.6492813960805,0.248925866603113,-9.24580366469467,7.13351186,0.297229660833333,0.602393696810174,0.928191153609863,0.320212009529259,0.171776264831176,0.505643281195118
1.3,3.1,"mass=1.300,Porb=3.100",1,4487.48032164483,-1.83112685777128,0.181257703300176,-9.65484881625804,7.13351186,0.297229660833333,0.447658592277362,1.08509096030236,0.555519102117444,0.290792320100765,0.594765243699482
1.3,3.2,"mass=1.300,Porb=3.200",1,5136.26044192739,-1.84316971787426,0.167439483852658,-9.88293435979598,7.13351186,0.297229660833333,1.24251596071743,1.09548177459387,0.606721751411269,0.548722787469802,0.873360568548093
1.3,3.3,"mass=1.300,Porb=3.300",1,6699.09716171506,-2.45940399253953,0.160289877486072,-10.5590808644789,7.13351186,0.297229660833333,3.79769164514324,1.6271807110055,0.629909295549981,1.31334285614062,1.84203112695983
1.3,3.4,"mass=1.300,Porb=3.400",1,NA,NA,NA,NA,7.13351186,0.297229660833333,NA,NA,NA,NA,NA
1.4,2.4,"mass=1.400,Porb=2.400",1,5692.37260174947,0.597149416161799,1.08233908211255,-7.14287171499356,7.13351186,0.297229660833333,2.14917397030771,1.01007311161678,2.71192545998773,2.54987621898921,2.10526219022536
1.4,2.5,"mass=1.400,Porb=2.500",1,5559.91996793872,0.597130584758865,1.00520329017222,-7.23886864714758,7.13351186,0.297229660833333,1.93470175143814,1.0100568635155,2.43256749648461,2.44131811753128,1.95466105724238
1.4,2.6,"mass=1.400,Porb=2.600",1,5345.02711170249,0.596588781863848,0.881640859008301,-7.50727036023351,7.13351186,0.297229660833333,1.58024041381932,1.00958938542337,1.98247153880469,2.13779612212087,1.67752436504206
1.4,2.7,"mass=1.400,Porb=2.700",1,5080.55675085483,0.585692386086248,0.752677471909436,-7.89595717873493,7.13351186,0.297229660833333,1.15677236364227,1.0001877628849,1.51187370403785,1.698249751925,1.3417708956225
1.4,2.8,"mass=1.400,Porb=2.800",1,4827.57860053079,0.488041110612123,0.660317348122476,-8.13274158940023,7.13351186,0.297229660833333,0.781246723558537,0.915932340161073,1.18478803462759,1.43048217331717,1.07811231791609
1.4,2.9,"mass=1.400,Porb=2.900",1,4514.86914431887,-0.142386271280635,0.555646743255813,-8.37318524712047,7.13351186,0.297229660833333,0.456565607140173,0.372746982962099,0.805369632721494,1.15857653629294,0.698314689779176
1.4,3,"mass=1.400,Porb=3.000",1,4200.55681793741,-0.948121175519335,0.438815787867883,-8.67005363067911,7.13351186,0.297229660833333,0.498441848618177,0.323882840691409,0.374544605028555,0.822863015257649,0.504933077398948
1.4,3.1,"mass=1.400,Porb=3.100",1,4809.20072523057,-2.02647972583321,0.170120529666901,-9.84474653659623,7.13351186,0.297229660833333,0.748643827719487,1.25364522033586,0.597909240105802,0.505538099247426,0.776434096852145
1.4,3.2,"mass=1.400,Porb=3.200",1,5893.47799214103,-2.11128196612609,0.156108096263959,-10.1777122294706,7.13351186,0.297229660833333,2.4891466749804,1.32681424520638,0.649799082249378,0.882072251516734,1.33695806348822
1.4,3.3,"mass=1.400,Porb=3.300",1,NA,NA,NA,NA,7.13351186,0.297229660833333,NA,NA,NA,NA,NA
1.4,3.4,"mass=1.400,Porb=3.400",1,NA,NA,NA,NA,7.13351186,0.297229660833333,NA,NA,NA,NA,NA
1.5,2.4,"mass=1.500,Porb=2.400",1,5428.78800128061,0.595634760333027,0.912330962851718,-7.5559200174666,7.13351186,0.297229660833333,1.71240475107765,1.00876623706226,2.09506394062239,2.08278067207159,1.72475390020847
1.5,2.5,"mass=1.500,Porb=2.500",1,5246.208188931,0.584787477781304,0.814954955824682,-7.86365156634346,7.13351186,0.297229660833333,1.42002769061082,0.999406990371798,1.74429838515461,1.73478254384825,1.47462890249637
1.5,2.6,"mass=1.500,Porb=2.600",1,5083.48451571935,0.541793982270364,0.749295233875773,-8.01435516062289,7.13351186,0.297229660833333,1.1504194343212,0.962311364932589,1.50344368287469,1.56435943020527,1.29513347808344
1.5,2.7,"mass=1.500,Porb=2.700",1,4885.15146053658,0.335235762094219,0.678674929200235,-8.14384746079801,7.13351186,0.297229660833333,0.847693846640501,0.784088908814917,1.24624378829498,1.41792310203306,1.07398741144587
1.5,2.8,"mass=1.500,Porb=2.800",1,4634.59506056827,-0.269905593291244,0.594617071642253,-8.32884148291238,7.13351186,0.297229660833333,0.551774235221101,0.266599546608613,0.940033728464471,1.20872266852772,0.741782544705476
1.5,2.9,"mass=1.500,Porb=2.900",1,4350.40807865731,-0.979074430912301,0.496327210189188,-8.56294335869802,7.13351186,0.297229660833333,0.427504240884449,0.350287684785956,0.587946434819238,0.94398863367069,0.577431748540084
1.5,3,"mass=1.500,Porb=3.000",1,4112.63618304939,-1.44996517762501,0.39001257055761,-8.80602929954907,7.13351186,0.297229660833333,0.569995892177533,0.756217237650813,0.242978605267021,0.669094971573579,0.559571676667237
1.5,3.1,"mass=1.500,Porb=3.100",1,5320.00931502462,-2.32974302556562,0.156246684905826,-10.0164318382552,7.13351186,0.297229660833333,1.534298077883,1.51530670290756,0.649677480052786,0.699688370283424,1.09974265778169
1.5,3.2,"mass=1.500,Porb=3.200",1,NA,NA,NA,NA,7.13351186,0.297229660833333,NA,NA,NA,NA,NA
1.5,3.3,"mass=1.500,Porb=3.300",1,NA,NA,NA,NA,7.13351186,0.297229660833333,NA,NA,NA,NA,NA
1.5,3.4,"mass=1.500,Porb=3.400",1,NA,NA,NA,NA,7.13351186,0.297229660833333,NA,NA,NA,NA,NA
1.6,2.4,"mass=1.600,Porb=2.400",1,5158.21034232482,0.487556995289932,0.776055871500929,-8.07244248868592,7.13351186,0.297229660833333,1.27934859847808,0.915514636030531,1.60010146836215,1.4986713929754,1.32340902396154
1.6,2.5,"mass=1.600,Porb=2.500",1,5006.44423952086,0.266829358126749,0.720513736556084,-8.15197684890903,7.13351186,0.297229660833333,1.0413946807157,0.725066530916503,1.39856611251812,1.40872998596627,1.14343932752915
1.6,2.6,"mass=1.600,Porb=2.600",1,4822.37361670847,-0.194622568981605,0.656300768734872,-8.25261624467866,7.13351186,0.297229660833333,0.771616569575106,0.328538133760669,1.17084129593747,1.29492195594406,0.891479488804327
1.6,2.7,"mass=1.600,Porb=2.700",1,4598.20947552619,-0.803615688468495,0.580518643925466,-8.41364730568984,7.13351186,0.297229660833333,0.523813817850818,0.207076947715722,0.889664870087295,1.11282002969622,0.683343916337513
1.6,2.8,"mass=1.600,Porb=2.800",1,4349.20154060986,-1.33754998814221,0.492297956102055,-8.60758461745072,7.13351186,0.297229660833333,0.433736382657159,0.659223222319573,0.572632389059062,0.893506079820842,0.639774518464159
1.6,2.9,"mass=1.600,Porb=2.900",1,4157.79551746684,-1.69355579803795,0.402838105936124,-8.86737893319171,7.13351186,0.297229660833333,0.526437338440058,0.966391970083149,0.275691537575885,0.599717757073642,0.592059650793184
1.6,3,"mass=1.600,Porb=3.000",1,4063.58592116045,-1.88703680324508,0.314261067188087,-9.11543927748732,7.13351186,0.297229660833333,0.616338502284769,1.13333115038169,0.200090493429863,0.319198792357907,0.567239734613557
1.6,3.1,"mass=1.600,Porb=3.100",1,4593.92649206181,-2.17942082854979,0.204302174254276,-9.58382313047012,7.13351186,0.297229660833333,0.514520380254523,1.38560578304913,0.474204417085647,0.210472944982469,0.646200881342943
1.6,3.2,"mass=1.600,Porb=3.200",1,NA,NA,NA,NA,7.13351186,0.297229660833333,NA,NA,NA,NA,NA
1.6,3.3,"mass=1.600,Porb=3.300",1,NA,NA,NA,NA,7.13351186,0.297229660833333,NA,NA,NA,NA,NA
1.6,3.4,"mass=1.600,Porb=3.400",1,NA,NA,NA,NA,7.13351186,0.297229660833333,NA,NA,NA,NA,NA
1.7,2.4,"mass=1.700,Porb=2.400",1,4944.31842607913,-0.274125418800603,0.697817178862402,-8.27097648164864,7.13351186,0.297229660833333,0.930673228831016,0.263220936426451,1.3174237995669,1.2741592875644,0.946369313097192
1.7,2.5,"mass=1.700,Porb=2.500",1,4758.79069466811,-0.816288036723465,0.632834699454985,-8.37806628803296,7.13351186,0.297229660833333,0.677050587952839,0.216516444922981,1.08300573668821,1.15305681266523,0.782407395557315
1.7,2.6,"mass=1.700,Porb=2.600",1,4547.41206606084,-1.32723018714098,0.558608224125732,-8.52162602982312,7.13351186,0.297229660833333,0.482981418027581,0.650319096986206,0.812063383771719,0.990712322431651,0.73401905530429
1.7,2.7,"mass=1.700,Porb=2.700",1,4336.948455712,-1.72463251059819,0.47726437031697,-8.69621301597804,7.13351186,0.297229660833333,0.441176953868734,0.993205563053817,0.515532268620899,0.793280682368068,0.685798866977879
1.7,2.8,"mass=1.700,Porb=2.800",1,4192.33696598802,-1.96753067430636,0.39891513237204,-8.89818142340927,7.13351186,0.297229660833333,0.501177611723419,1.20278283035224,0.264201442601743,0.564884770402464,0.633261663769967
1.7,2.9,"mass=1.700,Porb=2.900",1,4139.66397639168,-2.07653744212939,0.32734568792076,-9.13385192117978,7.13351186,0.297229660833333,0.535293822473872,1.29683599307945,0.191490930040227,0.298376859852106,0.580499401361414
1.7,3,"mass=1.700,Porb=3.000",1,4211.14785093738,-2.0950641185872,0.267043909694968,-9.35849063310239,7.13351186,0.297229660833333,0.481201807412493,1.31282117042651,0.275163149144624,0.0450077607980722,0.528548471945424
1.7,3.1,"mass=1.700,Porb=3.100",1,NA,NA,NA,NA,7.13351186,0.297229660833333,NA,NA,NA,NA,NA
1.7,3.2,"mass=1.700,Porb=3.200",1,NA,NA,NA,NA,7.13351186,0.297229660833333,NA,NA,NA,NA,NA
1.7,3.3,"mass=1.700,Porb=3.300",1,NA,NA,NA,NA,7.13351186,0.297229660833333,NA,NA,NA,NA,NA
1.7,3.4,"mass=1.700,Porb=3.400",1,NA,NA,NA,NA,7.13351186,0.297229660833333,NA,NA,NA,NA,NA
1.8,2.4,"mass=1.800,Porb=2.400",1,4743.0195972269,-1.27914580502085,0.624070385711508,-8.44826376407091,7.13351186,0.297229660833333,0.666805224445787,0.608830955410232,1.0508065295215,1.07367401829017,0.850029181916923
1.8,2.5,"mass=1.800,Porb=2.500",1,4541.89626471254,-1.72030125689432,0.550199398207128,-8.57886950911552,7.13351186,0.297229660833333,0.467999929888847,0.989468472985392,0.782754028679634,0.92597855132677,0.791550245720161
1.8,2.6,"mass=1.800,Porb=2.600",1,4361.3211010464,-2.02284305731048,0.473260704772309,-8.76562850917287,7.13351186,0.297229660833333,0.426455672214561,1.25050743189223,0.503273028070498,0.714782193052736,0.723754581307507
1.8,2.7,"mass=1.800,Porb=2.700",1,4247.35995921539,-2.17082418796692,0.400615383191831,-8.94127233756705,7.13351186,0.297229660833333,0.461441038969166,1.37818843409185,0.266795540725273,0.5161554232651,0.655645109262848
1.8,2.8,"mass=1.800,Porb=2.800",1,4232.22595696541,-2.22238183089194,0.338394313812358,-9.13627697120473,7.13351186,0.297229660833333,0.468186536103255,1.42267337274934,0.191375888779733,0.295634492770765,0.594467572600773
1.8,2.9,"mass=1.800,Porb=2.900",1,4325.89923208158,-2.20894040807664,0.286893338951312,-9.33467055364092,7.13351186,0.297229660833333,0.436593777318629,1.41107585130567,0.235052813589279,0.0713530355424211,0.538518869439
1.8,3,"mass=1.800,Porb=3.000",1,4577.62548150442,-2.15909755441541,0.252578337356715,-9.51268595523348,7.13351186,0.297229660833333,0.500473326006711,1.36807046622905,0.309083621378255,0.130027492055079,0.576913726417273
1.8,3.1,"mass=1.800,Porb=3.100",1,NA,NA,NA,NA,7.13351186,0.297229660833333,NA,NA,NA,NA,NA
1.8,3.2,"mass=1.800,Porb=3.200",1,NA,NA,NA,NA,7.13351186,0.297229660833333,NA,NA,NA,NA,NA
1.8,3.3,"mass=1.800,Porb=3.300",1,NA,NA,NA,NA,7.13351186,0.297229660833333,NA,NA,NA,NA,NA
1.8,3.4,"mass=1.800,Porb=3.400",1,NA,NA,NA,NA,7.13351186,0.297229660833333,NA,NA,NA,NA,NA
1.9,2.4,"mass=1.900,Porb=2.400",1,NA,NA,NA,NA,7.13351186,0.297229660833333,NA,NA,NA,NA,NA
1.9,2.5,"mass=1.900,Porb=2.500",1,NA,NA,NA,NA,7.13351186,0.297229660833333,NA,NA,NA,NA,NA
1.9,2.6,"mass=1.900,Porb=2.600",1,NA,NA,NA,NA,7.13351186,0.297229660833333,NA,NA,NA,NA,NA
1.9,2.7,"mass=1.900,Porb=2.700",1,NA,NA,NA,NA,7.13351186,0.297229660833333,NA,NA,NA,NA,NA
1.9,2.8,"mass=1.900,Porb=2.800",1,NA,NA,NA,NA,7.13351186,0.297229660833333,NA,NA,NA,NA,NA
1.9,2.9,"mass=1.900,Porb=2.900",1,NA,NA,NA,NA,7.13351186,0.297229660833333,NA,NA,NA,NA,NA
1.9,3,"mass=1.900,Porb=3.000",1,NA,NA,NA,NA,7.13351186,0.297229660833333,NA,NA,NA,NA,NA
1.9,3.1,"mass=1.900,Porb=3.100",1,NA,NA,NA,NA,7.13351186,0.297229660833333,NA,NA,NA,NA,NA
1.9,3.2,"mass=1.900,Porb=3.200",1,NA,NA,NA,NA,7.13351186,0.297229660833333,NA,NA,NA,NA,NA
1.9,3.3,"mass=1.900,Porb=3.300",1,NA,NA,NA,NA,7.13351186,0.297229660833333,NA,NA,NA,NA,NA
1.9,3.4,"mass=1.900,Porb=3.400",1,NA,NA,NA,NA,7.13351186,0.297229660833333,NA,NA,NA,NA,NA
2,2.4,"mass=2.000,Porb=2.400",1,NA,NA,NA,NA,7.13351186,0.297229660833333,NA,NA,NA,NA,NA
2,2.5,"mass=2.000,Porb=2.500",1,NA,NA,NA,NA,7.13351186,0.297229660833333,NA,NA,NA,NA,NA
2,2.6,"mass=2.000,Porb=2.600",1,NA,NA,NA,NA,7.13351186,0.297229660833333,NA,NA,NA,NA,NA
2,2.7,"mass=2.000,Porb=2.700",1,NA,NA,NA,NA,7.13351186,0.297229660833333,NA,NA,NA,NA,NA
2,2.8,"mass=2.000,Porb=2.800",1,NA,NA,NA,NA,7.13351186,0.297229660833333,NA,NA,NA,NA,NA
2,2.9,"mass=2.000,Porb=2.900",1,NA,NA,NA,NA,7.13351186,0.297229660833333,NA,NA,NA,NA,NA
2,3,"mass=2.000,Porb=3.000",1,NA,NA,NA,NA,7.13351186,0.297229660833333,NA,NA,NA,NA,NA
2,3.1,"mass=2.000,Porb=3.100",1,NA,NA,NA,NA,7.13351186,0.297229660833333,NA,NA,NA,NA,NA
2,3.2,"mass=2.000,Porb=3.200",1,NA,NA,NA,NA,7.13351186,0.297229660833333,NA,NA,NA,NA,NA
2,3.3,"mass=2.000,Porb=3.300",1,NA,NA,NA,NA,7.13351186,0.297229660833333,NA,NA,NA,NA,NA
2,3.4,"mass=2.000,Porb=3.400",1,NA,NA,NA,NA,7.13351186,0.297229660833333,NA,NA,NA,NA,NA
0.9,2.4,"mass=0.900,Porb=2.400",2,5442.85656594624,0.597150991805023,0.886466153697458,-7.88187347511383,7.13351186,0.297229660833333,1.73996560006557,1.01007447111245,2.00240722705748,1.71417630387094,1.61665590052661
0.9,2.5,"mass=0.900,Porb=2.500",2,5412.83607662415,0.597150991805023,0.873440632729339,-7.79310529349745,7.13351186,0.297229660833333,1.69024979974079,1.01007447111245,1.95156517181802,1.81455977498736,1.61661230441465
0.9,2.6,"mass=0.900,Porb=2.600",2,5367.32477682158,0.59715099180498,0.85455323574402,-7.71815707050463,7.13351186,0.297229660833333,1.61680073698691,1.01007447111241,1.89183195755505,1.89931495010788,1.60450552894056
0.9,2.7,"mass=0.900,Porb=2.700",2,5297.36980016225,0.59715099180317,0.826835726179556,-7.68459551497504,7.13351186,0.297229660833333,1.51206533158626,1.01007447111085,1.78901548170893,1.93726802494595,1.562105827338
0.9,2.8,"mass=0.900,Porb=2.800",2,5184.15731257074,0.597150991652736,0.783889163396849,-7.66330196519318,7.13351186,0.297229660833333,1.3130350780255,1.01007447098105,1.62735322578139,1.9613478292246,1.47795265100314
0.9,2.9,"mass=0.900,Porb=2.900",2,4965.94431575142,0.597150943506643,0.70174969484117,-7.73521002621675,7.13351186,0.297229660833333,0.982300454669818,1.01007442943967,1.33622673536435,1.88003062034009,1.30215805995348
0.9,3,"mass=0.900,Porb=3.000",2,4284.43467060051,0.593789481014979,0.443043779886183,-8.44457192691572,7.13351186,0.297229660833333,0.446087014555221,1.00717409412064,0.392054402768435,1.07784893121152,0.730791110663955
0.9,3.1,"mass=0.900,Porb=3.100",2,4178.99982361949,-0.253648695812145,0.280022155813235,-8.99542433375141,7.13351186,0.297229660833333,0.515288797146804,0.279727227669842,0.244354913215243,0.454917654890386,0.373572148230569
0.9,3.2,"mass=0.900,Porb=3.200",2,4690.09848350559,-0.935280420638884,0.20418000313675,-9.51311966568836,7.13351186,0.297229660833333,0.604215836628962,0.313015189894282,0.476620503705496,0.130517953390748,0.381092370904872
0.9,3.3,"mass=0.900,Porb=3.300",2,6293.73617457673,-2.12841389527609,0.157811617411634,-10.1287054944821,7.13351186,0.297229660833333,3.14165080057834,1.34159600740662,0.644409759439602,0.826653000196587,1.48857739190529
0.9,3.4,"mass=0.900,Porb=3.400",2,NA,NA,NA,NA,7.13351186,0.297229660833333,NA,NA,NA,NA,NA
1.704,2.898,"mass=1.704,Porb=2.898",3,4142.61837889726,-2.08538797782862,0.326033389821164,-9.13459389692259,7.13351186,0.297229660833333,0.540094665223715,1.30447240768899,0.192668713929864,0.297537796809569,0.583693395913035
